Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Julius Jones,25.0,DAL,RB,16.0,16.0,267.0,1084.0,4.0,48.0,44.9,77.0,4.1,67.8,16.7,1.0,,2006
Ahman Green,29.0,GNB,RB,14.0,14.0,266.0,1059.0,5.0,55.0,40.6,70.0,4.0,75.6,19.0,4.0,,2006
Willis McGahee,25.0,BUF,RB,14.0,14.0,259.0,990.0,6.0,50.0,45.2,57.0,3.8,70.7,18.5,4.0,,2006
Shaun Alexander,29.0,SEA,RB,10.0,10.0,252.0,896.0,7.0,54.0,40.9,33.0,3.6,89.6,25.2,6.0,,2006
Ladell Betts,27.0,WAS,RB,16.0,9.0,245.0,1154.0,4.0,60.0,46.5,26.0,4.7,72.1,15.3,6.0,,2006
Deuce McAllister,28.0,NOR,RB,15.0,13.0,244.0,1057.0,10.0,53.0,49.6,57.0,4.3,70.5,16.3,3.0,AP CPoY-6,2006
Ronnie Brown,25.0,MIA,RB,13.0,12.0,241.0,1008.0,5.0,50.0,44.8,47.0,4.2,77.5,18.5,4.0,,2006
Brian Westbrook,27.0,PHI,RB,15.0,14.0,240.0,1217.0,7.0,60.0,47.5,71.0,5.1,81.1,16.0,2.0,,2006
Tatum Bell,25.0,DEN,RB,13.0,13.0,233.0,1025.0,2.0,47.0,39.5,51.0,4.4,78.8,17.9,5.0,,2006
Fred Taylor,30.0,JAX,RB,15.0,15.0,231.0,1146.0,5.0,47.0,42.9,76.0,5.0,76.4,15.4,3.0,,2006
DeShaun Foster,26.0,CAR,RB,14.0,14.0,227.0,897.0,3.0,49.0,45.4,43.0,4.0,64.1,16.2,4.0,,2006
Joseph Addai,23.0,IND,RB,16.0,0.0,226.0,1081.0,7.0,67.0,60.2,41.0,4.8,67.6,14.1,2.0,,2006
Cadillac Williams,24.0,TAM,RB,14.0,14.0,225.0,798.0,1.0,32.0,39.1,38.0,3.5,57.0,16.1,3.0,,2006
Reuben Droughns,28.0,CLE,RB,14.0,12.0,220.0,758.0,4.0,38.0,40.9,22.0,3.4,54.1,15.7,5.0,,2006
Corey Dillon,32.0,NWE,RB,16.0,13.0,199.0,812.0,13.0,49.0,49.2,50.0,4.1,50.8,12.4,2.0,,2006
Dominic Rhodes,27.0,IND,RB,16.0,16.0,187.0,641.0,5.0,40.0,45.5,17.0,3.4,40.1,11.7,3.0,,2006
Kevin Jones,24.0,DET,RB,12.0,12.0,181.0,689.0,6.0,31.0,39.2,52.0,3.8,57.4,15.1,5.0,,2006
Justin Fargas,26.0,OAK,RB,16.0,6.0,178.0,659.0,1.0,29.0,39.3,48.0,3.7,41.2,11.1,1.0,,2006
Laurence Maroney,21.0,NWE,RB,14.0,0.0,175.0,745.0,6.0,42.0,43.4,41.0,4.3,53.2,12.5,1.0,,2006
Maurice Jones-Drew,21.0,JAX,RB,16.0,1.0,166.0,941.0,13.0,46.0,48.8,74.0,5.7,58.8,10.4,1.0,AP ORoY-2,2006
Maurice Morris,27.0,SEA,RB,16.0,8.0,161.0,604.0,0.0,34.0,36.6,29.0,3.8,37.8,10.1,1.0,,2006
Mike Bell,23.0,DEN,RB,15.0,3.0,157.0,677.0,8.0,43.0,49.7,48.0,4.3,45.1,10.5,1.0,,2006
Cedric Benson,24.0,CHI,RB,15.0,0.0,157.0,647.0,6.0,35.0,43.3,30.0,4.1,43.1,10.5,0.0,,2006
Reggie Bush,21.0,NOR,RB,16.0,8.0,155.0,565.0,6.0,28.0,43.9,18.0,3.6,35.3,9.7,2.0,AP ORoY-5,2006
Ron Dayne,28.0,HOU,RB,11.0,6.0,151.0,612.0,5.0,40.0,52.3,19.0,4.1,55.6,13.7,1.0,,2006
Leon Washington,24.0,NYJ,RB,16.0,8.0,151.0,650.0,4.0,32.0,47.0,23.0,4.3,40.6,9.4,3.0,,2006
Marion Barber III,23.0,DAL,RB,16.0,1.0,135.0,654.0,14.0,45.0,55.6,25.0,4.8,40.9,8.4,0.0,,2006
Kevan Barlow,27.0,NYJ,RB,12.0,3.0,131.0,370.0,6.0,21.0,42.0,12.0,2.8,30.8,10.9,1.0,,2006
Clinton Portis,25.0,WAS,RB,8.0,7.0,127.0,523.0,7.0,31.0,43.3,38.0,4.1,65.4,15.9,0.0,,2006
Wali Lundy,23.0,HOU,RB,14.0,8.0,124.0,476.0,4.0,29.0,39.5,35.0,3.8,34.0,8.9,1.0,,2006
Michael Vick,26.0,ATL,QB,16.0,16.0,123.0,1039.0,2.0,56.0,63.4,51.0,8.4,64.9,7.7,9.0,,2006
DeAngelo Williams,23.0,CAR,RB,13.0,2.0,121.0,501.0,1.0,31.0,45.5,31.0,4.1,38.5,9.3,1.0,,2006
LaMont Jordan,28.0,OAK,RB,9.0,8.0,114.0,434.0,2.0,18.0,35.1,59.0,3.8,48.2,12.7,1.0,,2006
Cedric Houston,24.0,NYJ,RB,8.0,1.0,113.0,374.0,5.0,21.0,44.2,31.0,3.3,46.8,14.1,0.0,,2006
Anthony Thomas,29.0,BUF,RB,16.0,2.0,107.0,378.0,2.0,15.0,35.5,19.0,3.5,23.6,6.7,1.0,,2006
Jerious Norwood,23.0,ATL,RB,14.0,0.0,99.0,633.0,2.0,27.0,47.5,78.0,6.4,45.2,7.1,0.0,,2006
Brandon Jacobs,24.0,NYG,RB,15.0,0.0,96.0,423.0,9.0,32.0,57.3,16.0,4.4,28.2,6.4,2.0,,2006
Vernand Morency,26.0,2TM,RB,14.0,2.0,96.0,434.0,2.0,26.0,37.5,39.0,4.5,31.0,6.9,2.0,,2006
Vernand Morency,26.0,HOU,RB,1.0,0.0,5.0,13.0,0.0,2.0,40.0,12.0,2.6,13.0,5.0,0.0,,2006
Vernand Morency,26.0,GNB,RB,13.0,2.0,91.0,421.0,2.0,24.0,37.4,39.0,4.6,32.4,7.0,2.0,,2006
Sammy Morris,29.0,MIA,RB,12.0,4.0,92.0,400.0,1.0,17.0,41.3,55.0,4.3,33.3,7.7,4.0,,2006
Correll Buckhalter,28.0,PHI,RB,16.0,1.0,83.0,345.0,2.0,16.0,54.2,20.0,4.2,21.6,5.2,2.0,AP CPoY-6,2006
Vince Young,23.0,TEN,QB,15.0,13.0,83.0,552.0,7.0,32.0,45.8,39.0,6.7,36.8,5.5,12.0,"PB,AP ORoY-1",2006
Michael Turner,24.0,SDG,RB,13.0,0.0,80.0,502.0,2.0,25.0,52.5,73.0,6.3,38.6,6.2,0.0,,2006
Jason Wright,24.0,CLE,RB,13.0,3.0,62.0,189.0,0.0,8.0,37.1,18.0,3.0,14.5,4.8,1.0,,2006
LenDale White,22.0,TEN,RB,13.0,0.0,61.0,244.0,0.0,13.0,36.1,26.0,4.0,18.8,4.7,0.0,,2006
Mike Alstott,33.0,TAM,FB,16.0,15.0,60.0,171.0,3.0,17.0,48.3,17.0,2.9,10.7,3.8,1.0,,2006
Najeh Davenport,27.0,PIT,RB,13.0,0.0,60.0,221.0,1.0,10.0,31.7,48.0,3.7,17.0,4.6,2.0,,2006
Samkon Gado,24.0,2TM,RB,9.0,1.0,56.0,210.0,1.0,11.0,35.7,34.0,3.8,23.3,6.2,1.0,,2006
Samkon Gado,24.0,GNB,RB,1.0,0.0,2.0,-7.0,0.0,0.0,0.0,-3.0,-3.5,-7.0,2.0,0.0,,2006
Samkon Gado,24.0,HOU,RB,8.0,1.0,54.0,217.0,1.0,11.0,37.0,34.0,4.0,27.1,6.8,1.0,,2006
David Carr,27.0,HOU,QB,16.0,16.0,53.0,195.0,2.0,16.0,45.3,16.0,3.7,12.2,3.3,16.0,,2006
Michael Pittman,31.0,TAM,RB,16.0,3.0,50.0,245.0,1.0,12.0,38.0,32.0,4.9,15.3,3.1,2.0,,2006
Tom Brady,29.0,NWE,QB,16.0,16.0,49.0,102.0,0.0,13.0,32.7,22.0,2.1,6.4,3.1,12.0,,2006
Arlen Harris,26.0,DET,RB,10.0,3.0,49.0,158.0,1.0,8.0,38.8,20.0,3.2,15.8,4.9,0.0,,2006
Philip Rivers,25.0,SDG,QB,16.0,16.0,48.0,49.0,0.0,8.0,25.0,15.0,1.0,3.1,3.0,8.0,PB,2006
Charlie Frye,25.0,CLE,QB,13.0,13.0,47.0,215.0,3.0,17.0,55.3,17.0,4.6,16.5,3.6,8.0,,2006
David Garrard,28.0,JAX,QB,11.0,10.0,47.0,250.0,0.0,20.0,53.2,20.0,5.3,22.7,4.3,4.0,,2006
Steve McNair,33.0,BAL,QB,16.0,16.0,45.0,119.0,1.0,16.0,37.8,19.0,2.6,7.4,2.8,7.0,,2006
Alex Smith,22.0,SFO,QB,16.0,16.0,44.0,147.0,2.0,13.0,38.6,22.0,3.3,9.2,2.8,10.0,,2006
Artose Pinner,28.0,MIN,RB,12.0,1.0,43.0,190.0,3.0,13.0,48.8,21.0,4.4,15.8,3.6,1.0,,2006
Drew Brees,27.0,NOR,QB,16.0,16.0,42.0,32.0,0.0,5.0,11.9,16.0,0.8,2.0,2.6,8.0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-2",2006
Chris Brown,25.0,TEN,RB,5.0,3.0,41.0,156.0,0.0,8.0,41.5,21.0,3.8,31.2,8.2,1.0,,2006
Bruce Gradkowski,23.0,TAM,QB,13.0,11.0,41.0,161.0,0.0,13.0,63.4,14.0,3.9,12.4,3.2,11.0,,2006
Stephen Davis,32.0,STL,RB,15.0,0.0,40.0,177.0,0.0,10.0,47.5,16.0,4.4,11.8,2.7,1.0,,2006
Mike Anderson,33.0,BAL,RB,16.0,0.0,39.0,183.0,1.0,10.0,41.0,34.0,4.7,11.4,2.4,0.0,,2006
Zack Crockett,34.0,OAK,FB,16.0,9.0,39.0,163.0,0.0,14.0,64.1,17.0,4.2,10.2,2.4,2.0,,2006
T.J. Duckett,25.0,WAS,RB,10.0,0.0,38.0,132.0,2.0,9.0,36.8,19.0,3.5,13.2,3.8,1.0,,2006
J.P. Losman,25.0,BUF,QB,16.0,16.0,38.0,140.0,1.0,14.0,47.4,15.0,3.7,8.8,2.4,13.0,,2006
Michael Robinson,23.0,SFO,FB,16.0,0.0,38.0,116.0,2.0,6.0,34.2,33.0,3.1,7.3,2.4,0.0,,2006
Noah Herron,24.0,GNB,RB,16.0,0.0,37.0,150.0,1.0,7.0,48.6,19.0,4.1,9.4,2.3,2.0,,2006
Michael Bennett,28.0,KAN,RB,11.0,0.0,36.0,200.0,0.0,8.0,50.0,41.0,5.6,18.2,3.3,1.0,,2006
Jake Plummer,32.0,DEN,QB,16.0,11.0,36.0,112.0,1.0,10.0,38.9,19.0,3.1,7.0,2.3,7.0,,2006
Musa Smith,24.0,BAL,RB,12.0,0.0,36.0,153.0,0.0,7.0,38.9,30.0,4.3,12.8,3.0,1.0,,2006
Chad Pennington,30.0,NYJ,QB,16.0,16.0,35.0,109.0,0.0,12.0,42.9,15.0,3.1,6.8,2.2,7.0,AP CPoY-1,2006
Jon Kitna,34.0,DET,QB,16.0,16.0,34.0,156.0,2.0,9.0,38.2,18.0,4.6,9.8,2.1,11.0,,2006
Tony Romo,26.0,DAL,QB,16.0,10.0,34.0,102.0,0.0,9.0,38.2,16.0,3.0,6.4,2.1,9.0,PB,2006
Mack Strong,35.0,SEA,FB,16.0,10.0,33.0,149.0,1.0,12.0,39.4,17.0,4.5,9.3,2.1,2.0,PB,2006
Donovan McNabb,30.0,PHI,QB,10.0,10.0,32.0,212.0,3.0,15.0,59.4,37.0,6.6,21.2,3.2,3.0,,2006
Ben Roethlisberger,24.0,PIT,QB,15.0,15.0,32.0,98.0,2.0,11.0,34.4,20.0,3.1,6.5,2.1,5.0,,2006
Maurice Hicks,28.0,SFO,RB,16.0,0.0,29.0,82.0,0.0,4.0,41.4,9.0,2.8,5.1,1.8,2.0,,2006
Brad Johnson,38.0,MIN,QB,15.0,14.0,29.0,82.0,1.0,6.0,44.8,10.0,2.8,5.5,1.9,9.0,,2006
Lorenzo Neal,36.0,SDG,FB,16.0,11.0,29.0,140.0,1.0,21.0,75.9,43.0,4.8,8.8,1.8,2.0,"PB,AP-1",2006
Chris Taylor,23.0,HOU,RB,4.0,0.0,28.0,123.0,1.0,7.0,42.9,17.0,4.4,30.8,7.0,0.0,,2006
Heath Evans,28.0,NWE,FB,16.0,3.0,27.0,117.0,0.0,9.0,51.9,35.0,4.3,7.3,1.7,1.0,,2006
Carson Palmer,27.0,CIN,QB,16.0,16.0,26.0,37.0,0.0,6.0,34.6,11.0,1.4,2.3,1.6,15.0,"PB,AP CPoY-3",2006
Derrick Blaylock,27.0,NYJ,RB,4.0,2.0,25.0,44.0,0.0,0.0,20.0,6.0,1.8,11.0,6.3,0.0,,2006
Kevin Faulk,30.0,NWE,RB,15.0,1.0,25.0,123.0,1.0,6.0,44.0,11.0,4.9,8.2,1.7,2.0,,2006
Jeff Garcia,36.0,PHI,QB,8.0,6.0,25.0,87.0,0.0,7.0,44.0,12.0,3.5,10.9,3.1,6.0,AP CPoY-5,2006
Byron Leftwich,26.0,JAX,QB,6.0,6.0,25.0,41.0,2.0,5.0,40.0,7.0,1.6,6.8,4.2,2.0,,2006
Eli Manning,25.0,NYG,QB,16.0,16.0,25.0,21.0,0.0,5.0,24.0,9.0,0.8,1.3,1.6,9.0,,2006
Kenny Watson,28.0,CIN,RB,16.0,0.0,25.0,138.0,1.0,5.0,48.0,18.0,5.5,8.6,1.6,0.0,,2006
Jason Campbell,24.0,WAS,QB,7.0,7.0,24.0,107.0,0.0,8.0,41.7,15.0,4.5,15.3,3.4,1.0,,2006
Aveion Cason,27.0,DET,RB,6.0,2.0,24.0,94.0,0.0,4.0,45.8,16.0,3.9,15.7,4.0,0.0,,2006
Rex Grossman,26.0,CHI,QB,16.0,16.0,24.0,2.0,0.0,4.0,16.7,22.0,0.1,0.1,1.5,8.0,,2006
Mewelde Moore,24.0,MIN,RB,16.0,0.0,24.0,131.0,0.0,4.0,33.3,15.0,5.5,8.2,1.5,3.0,,2006
Brett Favre,37.0,GNB,QB,16.0,16.0,23.0,29.0,1.0,4.0,21.7,14.0,1.3,1.8,1.4,8.0,,2006
Peyton Manning,30.0,IND,QB,16.0,16.0,23.0,36.0,4.0,7.0,30.4,12.0,1.6,2.3,1.4,2.0,"PB,AP-2,AP MVP-3,AP OPoY-3",2006
Kyle Boller,25.0,BAL,QB,5.0,0.0,22.0,34.0,0.0,3.0,22.7,10.0,1.5,6.8,4.4,3.0,,2006
Aaron Brooks,30.0,OAK,QB,8.0,8.0,22.0,124.0,0.0,5.0,45.5,23.0,5.6,15.5,2.8,5.0,,2006
Brad Hoover,30.0,CAR,FB,16.0,12.0,22.0,73.0,1.0,10.0,54.5,17.0,3.3,4.6,1.4,2.0,,2006
Matt Leinart,23.0,ARI,QB,12.0,11.0,22.0,49.0,2.0,6.0,31.8,14.0,2.2,4.1,1.8,8.0,,2006
Ryan Moats,24.0,PHI,RB,8.0,0.0,22.0,69.0,0.0,5.0,45.5,13.0,3.1,8.6,2.8,0.0,,2006
ReShard Lee,26.0,OAK,RB,16.0,3.0,21.0,72.0,2.0,7.0,52.4,13.0,3.4,4.5,1.3,1.0,,2006
Jerome Harrison,23.0,CLE,RB,10.0,1.0,20.0,60.0,0.0,4.0,30.0,15.0,3.0,6.0,2.0,1.0,,2006
Trent Green,36.0,KAN,QB,8.0,8.0,19.0,59.0,0.0,5.0,36.8,10.0,3.1,7.4,2.4,5.0,,2006
Justin Griffith,26.0,ATL,FB,16.0,11.0,19.0,106.0,1.0,2.0,52.6,21.0,5.6,6.6,1.2,3.0,,2006
Joey Harrington,28.0,MIA,QB,11.0,11.0,19.0,24.0,0.0,6.0,36.8,7.0,1.3,2.2,1.7,4.0,,2006
Travis Minor,27.0,MIA,RB,16.0,0.0,19.0,74.0,0.0,3.0,36.8,9.0,3.9,4.6,1.2,0.0,,2006
Alvin Pearman,24.0,JAX,RB,13.0,0.0,19.0,89.0,1.0,6.0,57.9,12.0,4.7,6.8,1.5,2.0,,2006
Antwaan Randle El,27.0,WAS,WR,16.0,16.0,19.0,118.0,0.0,4.0,52.6,20.0,6.2,7.4,1.2,2.0,,2006
Marc Bulger,29.0,STL,QB,16.0,16.0,18.0,44.0,0.0,5.0,27.8,29.0,2.4,2.8,1.1,6.0,PB,2006
Jake Delhomme,31.0,CAR,QB,13.0,13.0,18.0,12.0,0.0,2.0,11.1,12.0,0.7,0.9,1.4,6.0,,2006
Ciatrick Fason,24.0,MIN,RB,5.0,0.0,18.0,99.0,1.0,6.0,50.0,15.0,5.5,19.8,3.6,0.0,,2006
Matt Hasselbeck,31.0,SEA,QB,12.0,12.0,18.0,110.0,0.0,8.0,55.6,19.0,6.1,9.2,1.5,3.0,,2006
Damien Nash,24.0,DEN,RB,3.0,0.0,18.0,66.0,0.0,2.0,33.3,26.0,3.7,22.0,6.0,0.0,,2006
Brad Smith,23.0,NYJ,WR/QB,16.0,3.0,18.0,103.0,0.0,12.0,72.2,32.0,5.7,6.4,1.1,1.0,,2006
Marcel Shipp,28.0,ARI,RB,15.0,0.0,17.0,41.0,4.0,8.0,47.1,9.0,2.4,2.7,1.1,0.0,,2006
Verron Haynes,27.0,PIT,RB,7.0,0.0,15.0,78.0,0.0,4.0,60.0,13.0,5.2,11.1,2.1,1.0,,2006
Tarvaris Jackson,23.0,MIN,QB,4.0,2.0,15.0,77.0,1.0,4.0,53.3,13.0,5.1,19.3,3.8,4.0,,2006
Jeremi Johnson,26.0,CIN,FB,16.0,11.0,15.0,56.0,1.0,3.0,53.3,15.0,3.7,3.5,0.9,0.0,,2006
J.J. Arrington,23.0,ARI,RB,16.0,0.0,14.0,19.0,0.0,0.0,7.1,9.0,1.4,1.2,0.9,1.0,,2006
Andrew Walter,24.0,OAK,QB,12.0,8.0,14.0,30.0,0.0,2.0,21.4,12.0,2.1,2.5,1.2,13.0,,2006
Charlie Batch,32.0,PIT,QB,8.0,1.0,13.0,15.0,0.0,1.0,7.7,12.0,1.2,1.9,1.6,1.0,,2006
Mark Brunell,36.0,WAS,QB,10.0,9.0,13.0,34.0,0.0,4.0,30.8,12.0,2.6,3.4,1.3,5.0,,2006
Tyson Thompson,25.0,DAL,RB,7.0,0.0,13.0,30.0,1.0,1.0,23.1,7.0,2.3,4.3,1.9,0.0,,2006
Kurt Warner,35.0,ARI,QB,6.0,5.0,13.0,3.0,0.0,3.0,23.1,9.0,0.2,0.5,2.2,10.0,,2006
Jay Cutler,23.0,DEN,QB,5.0,5.0,12.0,18.0,0.0,1.0,25.0,9.0,1.5,3.6,2.4,8.0,,2006
Ovie Mughelli,26.0,BAL,FB,16.0,8.0,12.0,50.0,0.0,4.0,58.3,12.0,4.2,3.1,0.8,1.0,AP-2,2006
Mike Sellers,31.0,WAS,FB,16.0,6.0,12.0,51.0,0.0,7.0,91.7,13.0,4.3,3.2,0.8,1.0,,2006
Seneca Wallace,26.0,SEA,QB,8.0,4.0,12.0,122.0,0.0,6.0,50.0,37.0,10.2,15.3,1.5,5.0,,2006
Nick Goings,28.0,CAR,RB,11.0,0.0,11.0,52.0,0.0,2.0,18.2,28.0,4.7,4.7,1.0,0.0,,2006
Earnest Graham,26.0,TAM,RB,16.0,0.0,11.0,59.0,0.0,2.0,54.5,17.0,5.4,3.7,0.7,0.0,,2006
Mike Karney,25.0,NOR,FB,15.0,7.0,11.0,33.0,1.0,7.0,72.7,8.0,3.0,2.2,0.7,0.0,AP-2,2006
Jamaal Branch,25.0,NOR,RB,1.0,0.0,10.0,29.0,0.0,2.0,30.0,9.0,2.9,29.0,10.0,0.0,,2006
Dee Brown,28.0,KAN,RB,15.0,0.0,10.0,24.0,0.0,1.0,20.0,7.0,2.4,1.6,0.7,1.0,,2006
Daunte Culpepper,29.0,MIA,QB,4.0,4.0,10.0,20.0,1.0,3.0,30.0,7.0,2.0,5.0,2.5,3.0,,2006
Chris Perry,25.0,CIN,RB,6.0,1.0,10.0,57.0,0.0,3.0,60.0,18.0,5.7,9.5,1.7,2.0,,2006
Adrian Peterson,27.0,CHI,RB,16.0,0.0,10.0,41.0,2.0,6.0,50.0,11.0,4.1,2.6,0.6,2.0,,2006
Cecil Sapp,28.0,DEN,RB,11.0,1.0,10.0,80.0,0.0,4.0,50.0,28.0,8.0,7.3,0.9,0.0,,2006
LaBrandon Toefield,26.0,JAX,RB,4.0,0.0,10.0,22.0,0.0,1.0,40.0,12.0,2.2,5.5,2.5,0.0,,2006
Obafemi Ayanbadejo,31.0,ARI,RB,14.0,0.0,9.0,37.0,0.0,5.0,66.7,11.0,4.1,2.6,0.6,1.0,,2006
Damon Huard,33.0,KAN,QB,10.0,8.0,9.0,9.0,0.0,0.0,11.1,8.0,1.0,0.9,0.9,9.0,,2006
Javon Walker,28.0,DEN,WR,16.0,16.0,9.0,123.0,1.0,4.0,55.6,72.0,13.7,7.7,0.6,0.0,AP CPoY-6,2006
Drew Bledsoe,34.0,DAL,QB,6.0,6.0,8.0,28.0,2.0,6.0,75.0,11.0,3.5,4.7,1.3,3.0,,2006
Chris Chambers,28.0,MIA,WR,16.0,16.0,8.0,95.0,0.0,4.0,62.5,39.0,11.9,5.9,0.5,0.0,,2006
Jason McKie,26.0,CHI,FB,15.0,12.0,8.0,18.0,0.0,0.0,25.0,7.0,2.3,1.2,0.5,0.0,,2006
Eric Shelton,23.0,CAR,RB,9.0,0.0,8.0,23.0,0.0,1.0,25.0,9.0,2.9,2.6,0.9,0.0,,2006
Steve Smith Sr.,27.0,CAR,WR,14.0,14.0,8.0,61.0,1.0,3.0,62.5,24.0,7.6,4.4,0.6,2.0,PB,2006
Terrelle Smith,28.0,CLE,FB,16.0,8.0,8.0,14.0,0.0,1.0,12.5,3.0,1.8,0.9,0.5,0.0,,2006
Vinny Testaverde,43.0,NWE,QB,3.0,0.0,8.0,-8.0,0.0,0.0,0.0,-1.0,-1.0,-2.7,2.7,0.0,,2006
Brian Calhoun,22.0,DET,RB,7.0,0.0,7.0,19.0,0.0,0.0,14.3,7.0,2.7,2.7,1.0,1.0,,2006
Mark Clayton,24.0,BAL,WR,16.0,12.0,7.0,-30.0,0.0,0.0,0.0,3.0,-4.3,-1.9,0.4,0.0,,2006
Donald Driver,31.0,GNB,WR,16.0,16.0,7.0,16.0,0.0,2.0,42.9,16.0,2.3,1.0,0.4,1.0,PB,2006
Bryan Gilmore,28.0,SFO,WR,16.0,3.0,7.0,94.0,0.0,5.0,85.7,22.0,13.4,5.9,0.4,1.0,,2006
Ahmard Hall,27.0,TEN,FB,14.0,7.0,7.0,21.0,0.0,3.0,57.1,11.0,3.0,1.5,0.5,1.0,,2006
Santana Moss,27.0,WAS,WR,14.0,14.0,7.0,82.0,0.0,3.0,57.1,35.0,11.7,5.9,0.5,2.0,,2006
Lousaka Polite,25.0,DAL,RB,12.0,0.0,7.0,18.0,0.0,1.0,28.6,4.0,2.6,1.5,0.6,0.0,,2006
Matt Schaub,25.0,ATL,QB,16.0,0.0,7.0,21.0,0.0,2.0,28.6,19.0,3.0,1.3,0.4,1.0,,2006
Reggie Williams,23.0,JAX,WR,16.0,14.0,7.0,33.0,0.0,3.0,71.4,10.0,4.7,2.1,0.4,1.0,,2006
B.J. Askew,26.0,NYJ,FB,13.0,5.0,6.0,11.0,0.0,1.0,33.3,5.0,1.8,0.8,0.5,0.0,,2006
Tony Fisher,27.0,STL,RB,8.0,0.0,6.0,9.0,0.0,0.0,16.7,4.0,1.5,1.1,0.8,0.0,,2006
Brian Griese,31.0,CHI,QB,6.0,0.0,6.0,-5.0,0.0,0.0,0.0,,-0.8,-0.8,1.0,1.0,,2006
Chad Johnson,28.0,CIN,WR,16.0,16.0,6.0,24.0,0.0,0.0,50.0,8.0,4.0,1.5,0.4,1.0,"PB,AP-1",2006
Patrick Pass,28.0,NWE,FB,3.0,0.0,6.0,21.0,0.0,1.0,83.3,6.0,3.5,7.0,2.0,1.0,,2006
Lee Suggs,26.0,MIA,RB,4.0,0.0,6.0,26.0,0.0,0.0,0.0,7.0,4.3,6.5,1.5,0.0,,2006
Arnaz Battle,26.0,SFO,WR,16.0,15.0,5.0,25.0,0.0,2.0,40.0,18.0,5.0,1.6,0.3,2.0,,2006
Anquan Boldin,26.0,ARI,WR,16.0,16.0,5.0,28.0,0.0,2.0,40.0,18.0,5.6,1.8,0.3,1.0,PB,2006
Rock Cartwright,27.0,WAS,FB,16.0,0.0,5.0,15.0,0.0,0.0,0.0,9.0,3.0,0.9,0.3,1.0,,2006
Michael Clayton,24.0,TAM,WR,12.0,9.0,5.0,41.0,0.0,2.0,80.0,27.0,8.2,3.4,0.4,2.0,,2006
Jerricho Cotchery,24.0,NYJ,WR,16.0,16.0,5.0,25.0,0.0,1.0,60.0,10.0,5.0,1.6,0.3,0.0,,2006
Ronnie Cruz,25.0,KAN,RB,5.0,3.0,5.0,19.0,0.0,0.0,60.0,7.0,3.8,3.8,1.0,0.0,,2006
Kyle Johnson,28.0,DEN,FB,14.0,7.0,5.0,30.0,0.0,1.0,40.0,15.0,6.0,2.1,0.4,0.0,,2006
Peerless Price,30.0,BUF,WR,16.0,15.0,5.0,18.0,0.0,2.0,60.0,9.0,3.6,1.1,0.3,1.0,,2006
Tony Richardson,35.0,MIN,FB,9.0,7.0,5.0,12.0,0.0,2.0,40.0,3.0,2.4,1.3,0.6,0.0,,2006
Thomas Tapeh,26.0,PHI,FB,16.0,8.0,5.0,9.0,0.0,2.0,60.0,4.0,1.8,0.6,0.3,0.0,,2006
Derek Anderson,23.0,CLE,QB,5.0,3.0,4.0,47.0,0.0,2.0,75.0,33.0,11.8,9.4,0.8,2.0,,2006
