Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Kevin Smith,22.0,DET,RB,16.0,12.0,238.0,976.0,8.0,51.0,44.1,50.0,4.1,61.0,14.9,2.0,,2008
Brian Westbrook,29.0,PHI,RB,14.0,14.0,233.0,936.0,9.0,49.0,45.9,39.0,4.0,66.9,16.6,2.0,,2008
Le'Ron McClain,24.0,BAL,FB,16.0,16.0,232.0,902.0,10.0,53.0,45.7,82.0,3.9,56.4,14.5,4.0,"PB,AP-1",2008
Brandon Jacobs,26.0,NYG,RB,13.0,13.0,219.0,1089.0,15.0,58.0,50.2,44.0,5.0,83.8,16.8,3.0,,2008
Justin Fargas,28.0,OAK,RB,14.0,14.0,218.0,853.0,1.0,33.0,43.1,42.0,3.9,60.9,15.6,3.0,,2008
Cedric Benson,26.0,CIN,RB,12.0,10.0,214.0,747.0,2.0,36.0,39.3,46.0,3.5,62.3,17.8,2.0,,2008
Ronnie Brown,27.0,MIA,RB,16.0,13.0,214.0,916.0,10.0,49.0,47.2,62.0,4.3,57.3,13.4,1.0,"PB,AP CPoY-8",2008
Willie Parker,28.0,PIT,RB,11.0,11.0,210.0,791.0,5.0,29.0,41.0,34.0,3.8,71.9,19.1,0.0,,2008
LenDale White,24.0,TEN,RB,16.0,2.0,200.0,773.0,15.0,43.0,50.0,80.0,3.9,48.3,12.5,1.0,,2008
Maurice Jones-Drew,23.0,JAX,RB,16.0,3.0,197.0,824.0,12.0,49.0,46.2,46.0,4.2,51.5,12.3,6.0,,2008
Larry Johnson,29.0,KAN,RB,12.0,12.0,193.0,874.0,5.0,44.0,43.5,65.0,4.5,72.8,16.1,5.0,,2008
Warrick Dunn,33.0,TAM,RB,15.0,6.0,186.0,786.0,2.0,31.0,44.6,40.0,4.2,52.4,12.4,0.0,,2008
Jonathan Stewart,21.0,CAR,RB,16.0,0.0,184.0,836.0,10.0,42.0,41.8,41.0,4.5,52.3,11.5,2.0,,2008
Derrick Ward,28.0,NYG,RB,16.0,3.0,182.0,1025.0,2.0,53.0,50.0,51.0,5.6,64.1,11.4,2.0,,2008
Willis McGahee,27.0,BAL,RB,13.0,8.0,170.0,671.0,7.0,36.0,43.5,77.0,3.9,51.6,13.1,3.0,,2008
Ricky Williams,31.0,MIA,RB,16.0,3.0,160.0,659.0,4.0,36.0,45.6,51.0,4.1,41.2,10.0,5.0,,2008
Julius Jones,27.0,SEA,RB,15.0,10.0,158.0,698.0,2.0,30.0,39.2,33.0,4.4,46.5,10.5,4.0,,2008
Sammy Morris,31.0,NWE,RB,13.0,7.0,156.0,727.0,7.0,46.0,49.4,35.0,4.7,55.9,12.0,1.0,,2008
Joseph Addai,25.0,IND,RB,12.0,12.0,155.0,544.0,5.0,34.0,47.1,23.0,3.5,45.3,12.9,1.0,,2008
Dominic Rhodes,29.0,IND,RB,15.0,4.0,152.0,538.0,6.0,27.0,47.4,38.0,3.5,35.9,10.1,0.0,,2008
Tim Hightower,22.0,ARI,RB,16.0,7.0,143.0,399.0,10.0,34.0,36.4,30.0,2.8,24.9,8.9,2.0,,2008
Fred Taylor,32.0,JAX,RB,13.0,13.0,143.0,556.0,1.0,24.0,38.5,34.0,3.9,42.8,11.0,1.0,,2008
Mewelde Moore,26.0,PIT,RB,16.0,4.0,140.0,588.0,5.0,36.0,50.0,32.0,4.2,36.8,8.8,2.0,,2008
Edgerrin James,30.0,ARI,RB,13.0,7.0,133.0,514.0,3.0,25.0,41.4,35.0,3.9,39.5,10.2,2.0,,2008
Earnest Graham,28.0,TAM,RB,10.0,10.0,132.0,563.0,4.0,26.0,47.7,68.0,4.3,56.3,13.2,2.0,,2008
Maurice Morris,29.0,SEA,RB,13.0,6.0,132.0,574.0,0.0,29.0,43.9,45.0,4.3,44.2,10.2,1.0,,2008
Fred Jackson,27.0,BUF,RB,16.0,3.0,130.0,571.0,3.0,33.0,48.5,32.0,4.4,35.7,8.1,3.0,,2008
Pierre Thomas,24.0,NOR,RB,15.0,5.0,129.0,625.0,9.0,43.0,58.9,42.0,4.8,41.7,8.6,1.0,,2008
Darren McFadden,21.0,OAK,RB,13.0,5.0,113.0,499.0,4.0,25.0,37.2,50.0,4.4,38.4,8.7,3.0,,2008
Deuce McAllister,30.0,NOR,RB,13.0,6.0,107.0,418.0,5.0,24.0,55.1,19.0,3.9,32.2,8.2,0.0,,2008
Ray Rice,21.0,BAL,RB,13.0,4.0,107.0,454.0,0.0,21.0,41.1,60.0,4.2,34.9,8.2,1.0,,2008
Reggie Bush,23.0,NOR,RB,10.0,9.0,106.0,404.0,2.0,20.0,45.3,43.0,3.8,40.4,10.6,3.0,,2008
Chris Perry,27.0,CIN,RB,13.0,6.0,104.0,269.0,2.0,11.0,29.8,25.0,2.6,20.7,8.0,5.0,,2008
Chester Taylor,29.0,MIN,RB,16.0,1.0,101.0,399.0,4.0,19.0,42.6,21.0,4.0,24.9,6.3,2.0,,2008
Michael Bush,24.0,OAK,RB,15.0,0.0,95.0,421.0,3.0,15.0,36.8,67.0,4.4,28.1,6.3,1.0,,2008
Jerious Norwood,25.0,ATL,RB,16.0,0.0,95.0,489.0,4.0,22.0,42.1,45.0,5.1,30.6,5.9,2.0,,2008
Tashard Choice,24.0,DAL,RB,16.0,3.0,92.0,472.0,2.0,25.0,45.7,38.0,5.1,29.5,5.8,0.0,,2008
Kevin Faulk,32.0,NWE,RB,15.0,3.0,83.0,507.0,3.0,24.0,55.4,41.0,6.1,33.8,5.5,0.0,,2008
LaMont Jordan,30.0,NWE,RB,8.0,0.0,80.0,363.0,4.0,20.0,57.5,49.0,4.5,45.4,10.0,1.0,,2008
Antonio Pittman,23.0,STL,FB,12.0,5.0,79.0,296.0,0.0,16.0,43.0,24.0,3.7,24.7,6.6,1.0,,2008
Correll Buckhalter,30.0,PHI,RB,14.0,2.0,76.0,369.0,2.0,18.0,48.7,33.0,4.9,26.4,5.4,0.0,,2008
DeShaun Foster,28.0,SFO,RB,16.0,2.0,76.0,234.0,1.0,13.0,39.5,18.0,3.1,14.6,4.8,2.0,,2008
Rudi Johnson,29.0,DET,RB,14.0,4.0,76.0,237.0,1.0,11.0,28.9,27.0,3.1,16.9,5.4,1.0,,2008
Michael Pittman,33.0,DEN,RB,8.0,3.0,76.0,320.0,4.0,24.0,56.6,20.0,4.2,40.0,9.5,0.0,,2008
Leon Washington,26.0,NYJ,RB,16.0,1.0,76.0,448.0,6.0,17.0,50.0,61.0,5.9,28.0,4.8,3.0,"PB,AP-1",2008
Ahman Green,31.0,HOU,RB,8.0,1.0,74.0,294.0,3.0,23.0,55.4,14.0,4.0,36.8,9.3,0.0,,2008
BenJarvus Green-Ellis,23.0,NWE,RB,9.0,3.0,74.0,275.0,5.0,23.0,54.1,15.0,3.7,30.6,8.2,0.0,,2008
Matt Cassel,26.0,NWE,QB,16.0,15.0,73.0,270.0,2.0,23.0,45.2,19.0,3.7,16.9,4.6,7.0,,2008
David Garrard,30.0,JAX,QB,16.0,16.0,73.0,322.0,2.0,32.0,60.3,24.0,4.4,20.1,4.6,7.0,,2008
Peyton Hillis,22.0,DEN,RB,12.0,6.0,68.0,343.0,5.0,25.0,63.2,19.0,5.0,28.6,5.7,0.0,,2008
Ahmad Bradshaw,22.0,NYG,RB,15.0,0.0,67.0,355.0,1.0,14.0,43.3,77.0,5.3,23.7,4.5,3.0,,2008
Jamaal Charles,22.0,KAN,RB,16.0,2.0,67.0,357.0,0.0,18.0,52.2,30.0,5.3,22.3,4.2,2.0,,2008
Cadillac Williams,26.0,TAM,RB,6.0,1.0,63.0,233.0,4.0,18.0,46.0,28.0,3.7,38.8,10.5,1.0,,2008
T.J. Duckett,27.0,SEA,RB,16.0,0.0,62.0,172.0,8.0,26.0,54.8,29.0,2.8,10.8,3.9,0.0,,2008
Tyler Thigpen,24.0,KAN,QB,14.0,11.0,62.0,386.0,3.0,22.0,58.1,32.0,6.2,27.6,4.4,6.0,,2008
Ladell Betts,29.0,WAS,RB,13.0,0.0,61.0,206.0,1.0,15.0,42.6,14.0,3.4,15.8,4.7,1.0,,2008
Darren Sproles,25.0,SDG,RB,16.0,0.0,61.0,330.0,1.0,15.0,45.9,37.0,5.4,20.6,3.8,3.0,,2008
Selvin Young,25.0,DEN,RB,8.0,5.0,61.0,303.0,1.0,11.0,47.5,49.0,5.0,37.9,7.6,1.0,,2008
Ryan Fitzpatrick,26.0,CIN,QB,13.0,12.0,60.0,304.0,2.0,24.0,53.3,22.0,5.1,23.4,4.6,11.0,,2008
Jay Cutler,25.0,DEN,QB,16.0,16.0,57.0,200.0,2.0,14.0,42.1,18.0,3.5,12.5,3.6,5.0,PB,2008
Aaron Rodgers,25.0,GNB,QB,16.0,16.0,56.0,207.0,4.0,21.0,48.2,21.0,3.7,12.9,3.5,10.0,,2008
Matt Ryan,23.0,ATL,QB,16.0,16.0,55.0,104.0,1.0,13.0,30.9,17.0,1.9,6.5,3.4,6.0,AP ORoY-1,2008
Joe Flacco,23.0,BAL,QB,16.0,16.0,52.0,180.0,2.0,16.0,34.6,38.0,3.5,11.3,3.3,11.0,,2008
Jason Campbell,27.0,WAS,QB,16.0,16.0,47.0,258.0,1.0,15.0,42.6,23.0,5.5,16.1,2.9,7.0,,2008
Brandon Jackson,23.0,GNB,RB,13.0,0.0,45.0,248.0,1.0,15.0,51.1,32.0,5.5,19.1,3.5,1.0,,2008
Tatum Bell,27.0,DEN,RB,7.0,3.0,44.0,249.0,2.0,10.0,45.5,37.0,5.7,35.6,6.3,0.0,,2008
Donovan McNabb,32.0,PHI,QB,16.0,16.0,39.0,147.0,2.0,11.0,43.6,17.0,3.8,9.2,2.4,7.0,,2008
Trent Edwards,25.0,BUF,QB,14.0,14.0,36.0,117.0,3.0,11.0,50.0,15.0,3.3,8.4,2.6,9.0,,2008
Jeff Garcia,38.0,TAM,QB,12.0,11.0,35.0,148.0,1.0,14.0,54.3,20.0,4.2,12.3,2.9,7.0,,2008
Andre Hall,26.0,DEN,RB,8.0,0.0,35.0,144.0,0.0,7.0,51.4,16.0,4.1,18.0,4.4,2.0,,2008
Kolby Smith,24.0,KAN,RB,7.0,3.0,35.0,100.0,1.0,5.0,40.0,19.0,2.9,14.3,5.0,0.0,,2008
Jerome Harrison,25.0,CLE,RB,15.0,0.0,34.0,246.0,1.0,11.0,52.9,72.0,7.2,16.4,2.3,0.0,,2008
Kevin Jones,26.0,CHI,RB,11.0,0.0,34.0,109.0,0.0,7.0,29.4,16.0,3.2,9.9,3.1,0.0,,2008
Ben Roethlisberger,26.0,PIT,QB,16.0,16.0,34.0,101.0,2.0,8.0,35.3,17.0,3.0,6.3,2.1,14.0,,2008
Kenneth Darby,26.0,STL,RB,10.0,0.0,32.0,140.0,0.0,9.0,40.6,14.0,4.4,14.0,3.2,1.0,,2008
J.J. Arrington,25.0,ARI,RB,11.0,3.0,31.0,187.0,1.0,9.0,41.9,30.0,6.0,17.0,2.8,0.0,,2008
Philip Rivers,27.0,SDG,QB,16.0,16.0,31.0,84.0,0.0,12.0,58.1,11.0,2.7,5.3,1.9,8.0,"AP MVP-6,AP OPoY-4,AP CPoY-8",2008
Matt Schaub,27.0,HOU,QB,11.0,11.0,31.0,68.0,2.0,9.0,45.2,10.0,2.2,6.2,2.8,10.0,,2008
Felix Jones,21.0,DAL,RB,6.0,0.0,30.0,266.0,3.0,14.0,70.0,60.0,8.9,44.3,5.0,0.0,,2008
J.T. O'Sullivan,29.0,SFO,QB,9.0,8.0,30.0,145.0,0.0,8.0,40.0,18.0,4.8,16.1,3.3,11.0,,2008
Chad Pennington,32.0,MIA,QB,16.0,16.0,30.0,62.0,1.0,6.0,26.7,16.0,2.1,3.9,1.9,3.0,"AP MVP-2,AP CPoY-1",2008
Leonard Weaver,26.0,SEA,FB,14.0,7.0,30.0,130.0,0.0,9.0,46.7,15.0,4.3,9.3,2.1,1.0,,2008
Josh Cribbs,25.0,CLE,WR,15.0,2.0,29.0,167.0,1.0,12.0,62.1,27.0,5.8,11.1,1.9,0.0,,2008
Laurence Maroney,23.0,NWE,RB,3.0,3.0,28.0,93.0,0.0,4.0,50.0,17.0,3.3,31.0,9.3,0.0,,2008
Tony Romo,28.0,DAL,QB,13.0,13.0,28.0,41.0,0.0,4.0,28.6,15.0,1.5,3.2,2.2,13.0,,2008
Gary Russell,22.0,PIT,RB,12.0,0.0,28.0,77.0,3.0,11.0,53.6,15.0,2.8,6.4,2.3,0.0,,2008
Tarvaris Jackson,25.0,MIN,QB,9.0,5.0,26.0,145.0,0.0,11.0,50.0,29.0,5.6,16.1,2.9,5.0,,2008
Ryan Moats,26.0,HOU,RB,9.0,0.0,26.0,94.0,1.0,6.0,46.2,12.0,3.6,10.4,2.9,0.0,,2008
Derek Anderson,25.0,CLE,QB,10.0,9.0,25.0,55.0,0.0,6.0,36.0,15.0,2.2,5.5,2.5,9.0,,2008
Kerry Collins,36.0,TEN,QB,16.0,15.0,25.0,49.0,0.0,4.0,20.0,17.0,2.0,3.1,1.6,5.0,"PB,AP CPoY-2",2008
Kyle Eckel,27.0,PHI,RB,5.0,0.0,24.0,79.0,0.0,6.0,50.0,14.0,3.3,15.8,4.8,0.0,,2008
Shaun Hill,28.0,SFO,QB,9.0,8.0,24.0,115.0,2.0,11.0,50.0,24.0,4.8,12.8,2.7,8.0,,2008
Kyle Orton,26.0,CHI,QB,15.0,15.0,24.0,49.0,3.0,8.0,37.5,12.0,2.0,3.3,1.6,6.0,,2008
Lousaka Polite,27.0,MIA,FB,11.0,5.0,23.0,85.0,0.0,15.0,78.3,14.0,3.7,7.7,2.1,0.0,,2008
Jason Wright,26.0,CLE,RB,15.0,0.0,23.0,85.0,0.0,7.0,39.1,11.0,3.7,5.7,1.5,1.0,,2008
Drew Brees,29.0,NOR,QB,16.0,16.0,22.0,-1.0,0.0,4.0,22.7,9.0,0.0,-0.1,1.4,6.0,"PB,AP-2,AP OPoY-1",2008
Brett Favre,39.0,NYJ,QB,16.0,16.0,21.0,43.0,1.0,4.0,19.0,27.0,2.0,2.7,1.3,10.0,PB,2008
Lorenzo Booker,24.0,PHI,RB,10.0,1.0,20.0,53.0,0.0,2.0,35.0,8.0,2.7,5.3,2.0,0.0,,2008
Jake Delhomme,33.0,CAR,QB,16.0,16.0,20.0,21.0,2.0,2.0,20.0,12.0,1.1,1.3,1.3,5.0,AP CPoY-2,2008
Eli Manning,27.0,NYG,QB,16.0,16.0,20.0,10.0,1.0,3.0,25.0,13.0,0.5,0.6,1.3,5.0,PB,2008
Peyton Manning,32.0,IND,QB,16.0,16.0,20.0,21.0,1.0,4.0,25.0,12.0,1.1,1.3,1.3,1.0,"PB,AP-1,AP MVP-1,AP OPoY-2",2008
Adrian Peterson,29.0,CHI,RB,15.0,0.0,20.0,100.0,0.0,4.0,45.0,16.0,5.0,6.7,1.3,0.0,,2008
Gus Frerotte,37.0,MIN,QB,11.0,11.0,19.0,7.0,1.0,3.0,21.1,5.0,0.4,0.6,1.7,4.0,,2008
Jacob Hester,23.0,SDG,RB,16.0,3.0,19.0,95.0,1.0,5.0,36.8,28.0,5.0,5.9,1.2,1.0,,2008
Rashard Mendenhall,21.0,PIT,RB,4.0,1.0,19.0,58.0,0.0,3.0,26.3,12.0,3.1,14.5,4.8,0.0,,2008
Michael Robinson,25.0,SFO,FB,16.0,1.0,19.0,50.0,0.0,6.0,52.6,10.0,2.6,3.1,1.2,1.0,,2008
Kurt Warner,37.0,ARI,QB,16.0,16.0,18.0,-2.0,0.0,1.0,5.6,11.0,-0.1,-0.1,1.1,11.0,"PB,AP MVP-7,AP CPoY-4",2008
DeSean Jackson,22.0,PHI,WR,16.0,15.0,17.0,96.0,1.0,6.0,52.9,21.0,5.6,6.0,1.1,4.0,,2008
P.J. Pope,24.0,DEN,RB,5.0,1.0,17.0,130.0,0.0,6.0,64.7,24.0,7.6,26.0,3.4,0.0,,2008
JaMarcus Russell,23.0,OAK,QB,15.0,15.0,17.0,127.0,1.0,11.0,70.6,24.0,7.5,8.5,1.1,12.0,,2008
Seneca Wallace,28.0,SEA,QB,10.0,8.0,16.0,78.0,0.0,6.0,37.5,23.0,4.9,7.8,1.6,4.0,,2008
Dantrell Savage,23.0,KAN,RB,8.0,0.0,15.0,53.0,0.0,4.0,46.7,11.0,3.5,6.6,1.9,0.0,,2008
Chad Simpson,23.0,IND,RB,11.0,0.0,15.0,45.0,1.0,6.0,60.0,10.0,3.0,4.1,1.4,1.0,,2008
Jason Snelling,25.0,ATL,RB,16.0,1.0,15.0,62.0,0.0,5.0,46.7,13.0,4.1,3.9,0.9,0.0,,2008
Ryan Torain,22.0,DEN,RB,2.0,1.0,15.0,69.0,1.0,4.0,60.0,19.0,4.6,34.5,7.5,0.0,,2008
Garrett Wolfe,24.0,CHI,RB,13.0,0.0,15.0,69.0,0.0,3.0,20.0,38.0,4.6,5.3,1.2,0.0,,2008
Marc Bulger,31.0,STL,QB,15.0,15.0,14.0,41.0,0.0,3.0,28.6,16.0,2.9,2.7,0.9,5.0,,2008
Chris Taylor,25.0,HOU,RB,3.0,0.0,14.0,37.0,0.0,1.0,21.4,17.0,2.6,12.3,4.7,1.0,,2008
Lance Ball,23.0,IND,RB,1.0,0.0,13.0,83.0,0.0,5.0,76.9,23.0,6.4,83.0,13.0,1.0,,2008
Mike Bell,25.0,NOR,RB,4.0,0.0,13.0,42.0,1.0,4.0,38.5,15.0,3.2,10.5,3.3,0.0,,2008
Kevin Kolb,24.0,PHI,QB,6.0,0.0,13.0,2.0,0.0,0.0,0.0,8.0,0.2,0.3,2.2,0.0,,2008
Travis Minor,29.0,STL,RB,13.0,0.0,13.0,29.0,0.0,3.0,23.1,13.0,2.2,2.2,1.0,1.0,,2008
Mike Tolbert,23.0,SDG,FB,13.0,7.0,13.0,37.0,0.0,4.0,53.8,11.0,2.8,2.8,1.0,0.0,,2008
Kenny Watson,30.0,CIN,RB,10.0,0.0,13.0,55.0,0.0,2.0,38.5,7.0,4.2,5.5,1.3,0.0,,2008
Patrick Cobbs,25.0,MIA,RB,16.0,2.0,12.0,88.0,1.0,4.0,33.3,44.0,7.3,5.5,0.8,0.0,,2008
Daunte Culpepper,31.0,DET,QB,5.0,5.0,12.0,25.0,1.0,4.0,33.3,9.0,2.1,5.0,2.4,5.0,,2008
Carey Davis,27.0,PIT,RB,14.0,3.0,12.0,35.0,0.0,2.0,16.7,11.0,2.9,2.5,0.9,2.0,,2008
Harry Douglas,24.0,ATL,WR,16.0,0.0,12.0,69.0,1.0,4.0,58.3,33.0,5.8,4.3,0.8,1.0,,2008
J.P. Losman,27.0,BUF,QB,5.0,2.0,12.0,70.0,2.0,6.0,58.3,17.0,5.8,14.0,2.4,8.0,,2008
Lorenzo Neal,38.0,BAL,FB,16.0,5.0,12.0,25.0,0.0,6.0,50.0,5.0,2.1,1.6,0.8,0.0,,2008
Brad Smith,25.0,NYJ,WR,15.0,1.0,12.0,113.0,0.0,7.0,75.0,36.0,9.4,7.5,0.8,2.0,,2008
Shaun Alexander,31.0,WAS,RB,4.0,0.0,11.0,24.0,0.0,0.0,0.0,8.0,2.2,6.0,2.8,0.0,,2008
Heath Evans,30.0,NWE,FB,16.0,4.0,11.0,23.0,0.0,4.0,36.4,4.0,2.1,1.4,0.7,0.0,,2008
Matt Hasselbeck,33.0,SEA,QB,7.0,7.0,11.0,69.0,0.0,5.0,81.8,15.0,6.3,9.9,1.6,1.0,,2008
Jason McKie,28.0,CHI,FB,11.0,8.0,11.0,26.0,2.0,5.0,54.5,6.0,2.4,2.4,1.0,1.0,,2008
Sage Rosenfels,30.0,HOU,QB,6.0,5.0,11.0,37.0,0.0,3.0,27.3,15.0,3.4,6.2,1.8,4.0,,2008
Eddie Royal,22.0,DEN,WR,15.0,15.0,11.0,109.0,0.0,4.0,45.5,71.0,9.9,7.3,0.7,2.0,,2008
Donnie Avery,24.0,STL,WR,15.0,12.0,10.0,69.0,1.0,3.0,60.0,37.0,6.9,4.6,0.7,0.0,,2008
Tony Richardson,37.0,NYJ,FB,16.0,7.0,10.0,65.0,0.0,6.0,70.0,16.0,6.5,4.1,0.6,0.0,,2008
Lawrence Vickers,25.0,CLE,FB,12.0,8.0,10.0,31.0,0.0,6.0,70.0,10.0,3.1,2.6,0.8,0.0,,2008
Najeh Davenport,29.0,2TM,RB,6.0,0.0,10.0,31.0,0.0,3.0,60.0,8.0,3.1,5.2,1.7,0.0,,2008
Najeh Davenport,29.0,PIT,RB,4.0,0.0,2.0,5.0,0.0,2.0,100.0,3.0,2.5,1.3,0.5,0.0,,2008
Najeh Davenport,29.0,IND,RB,2.0,0.0,8.0,26.0,0.0,1.0,50.0,8.0,3.3,13.0,4.0,0.0,,2008
Anquan Boldin,28.0,ARI,WR,12.0,11.0,9.0,67.0,0.0,2.0,44.4,30.0,7.4,5.6,0.8,4.0,"PB,AP CPoY-4",2008
Quinton Ganther,24.0,TEN,RB,13.0,0.0,9.0,61.0,0.0,3.0,66.7,22.0,6.8,4.7,0.7,0.0,,2008
Nick Goings,30.0,CAR,RB,16.0,0.0,9.0,10.0,0.0,0.0,0.0,4.0,1.1,0.6,0.6,0.0,,2008
Brad Hoover,32.0,CAR,FB,16.0,11.0,9.0,18.0,0.0,5.0,55.6,5.0,2.0,1.1,0.6,0.0,,2008
James Johnson,24.0,CIN,RB,4.0,0.0,9.0,29.0,0.0,2.0,44.4,12.0,3.2,7.3,2.3,0.0,,2008
Troy Smith,24.0,BAL,QB,6.0,0.0,9.0,24.0,0.0,2.0,33.3,8.0,2.7,4.0,1.5,0.0,,2008
David Carr,29.0,NYG,QB,3.0,0.0,8.0,10.0,0.0,0.0,12.5,7.0,1.3,3.3,2.7,0.0,,2008
Ahmard Hall,29.0,TEN,FB,16.0,11.0,8.0,21.0,0.0,3.0,62.5,6.0,2.6,1.3,0.5,1.0,,2008
Mike Karney,27.0,NOR,FB,12.0,8.0,8.0,10.0,2.0,5.0,75.0,3.0,1.3,0.8,0.7,0.0,,2008
John Kuhn,26.0,GNB,FB,16.0,3.0,8.0,10.0,1.0,5.0,62.5,3.0,1.3,0.6,0.5,0.0,,2008
Clifton Smith,23.0,TAM,RB,9.0,0.0,8.0,40.0,0.0,3.0,75.0,10.0,5.0,4.4,0.9,4.0,"PB,AP-2",2008
Aaron Stecker,33.0,NOR,RB,6.0,0.0,8.0,43.0,0.0,2.0,25.0,12.0,5.4,7.2,1.3,0.0,,2008
DeShawn Wynn,25.0,GNB,RB,5.0,0.0,8.0,110.0,1.0,2.0,62.5,73.0,13.8,22.0,1.6,1.0,,2008
Vince Young,25.0,TEN,QB,3.0,1.0,8.0,27.0,0.0,0.0,25.0,8.0,3.4,9.0,2.7,2.0,,2008
B.J. Askew,28.0,TAM,FB,10.0,4.0,7.0,14.0,2.0,6.0,85.7,3.0,2.0,1.4,0.7,0.0,,2008
Michael Bennett,30.0,TAM,RB,5.0,0.0,7.0,12.0,0.0,0.0,0.0,4.0,1.7,2.4,1.4,0.0,,2008
Dan Orlovsky,25.0,DET,QB,10.0,7.0,7.0,29.0,0.0,2.0,42.9,10.0,4.1,2.9,0.7,3.0,,2008
Terrell Owens,35.0,DAL,WR,16.0,16.0,7.0,33.0,0.0,2.0,71.4,8.0,4.7,2.1,0.4,1.0,,2008
Mark Clayton,26.0,BAL,WR,16.0,13.0,6.0,81.0,1.0,3.0,66.7,42.0,13.5,5.1,0.4,0.0,,2008
Devin Hester,26.0,CHI,WR,15.0,8.0,6.0,61.0,0.0,4.0,66.7,20.0,10.2,4.1,0.4,5.0,,2008
Jon Kitna,36.0,DET,QB,4.0,4.0,6.0,34.0,0.0,3.0,66.7,10.0,5.7,8.5,1.5,3.0,,2008
Xavier Omon,23.0,BUF,RB,2.0,0.0,6.0,5.0,0.0,1.0,16.7,2.0,0.8,2.5,3.0,0.0,,2008
Carson Palmer,29.0,CIN,QB,4.0,4.0,6.0,38.0,0.0,2.0,66.7,15.0,6.3,9.5,1.5,2.0,,2008
Mike Sellers,33.0,WAS,FB,16.0,6.0,6.0,24.0,0.0,1.0,16.7,10.0,4.0,1.5,0.4,1.0,PB,2008
Andre Caldwell,23.0,CIN,WR,7.0,4.0,5.0,53.0,0.0,4.0,80.0,26.0,10.6,7.6,0.7,0.0,,2008
Rock Cartwright,29.0,WAS,FB,16.0,0.0,5.0,14.0,0.0,0.0,0.0,7.0,2.8,0.9,0.3,0.0,,2008
Jesse Chatman,29.0,NYJ,RB,3.0,0.0,5.0,8.0,0.0,1.0,20.0,5.0,1.6,2.7,1.7,0.0,,2008
De Dorsey,24.0,CIN,RB,4.0,0.0,5.0,8.0,0.0,0.0,20.0,7.0,1.6,2.0,1.3,0.0,,2008
Ted Ginn Jr.,23.0,MIA,WR,16.0,14.0,5.0,73.0,2.0,2.0,40.0,40.0,14.6,4.6,0.3,5.0,,2008
Brian Griese,33.0,TAM,QB,5.0,5.0,5.0,-1.0,0.0,1.0,20.0,3.0,-0.2,-0.2,1.0,1.0,,2008
Ovie Mughelli,28.0,ATL,FB,16.0,13.0,5.0,16.0,0.0,4.0,80.0,9.0,3.2,1.0,0.3,0.0,,2008
