Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Fred Taylor,24.0,JAX,RB,13.0,13.0,292.0,1399.0,12.0,73.0,46.9,71.0,4.8,107.6,22.5,4.0,,2000
James Allen,25.0,CHI,RB,16.0,15.0,290.0,1120.0,2.0,56.0,45.9,29.0,3.9,70.0,18.1,5.0,,2000
Jamal Anderson,28.0,ATL,RB,16.0,16.0,282.0,1024.0,6.0,52.0,42.9,42.0,3.6,64.0,17.6,6.0,AP CPoY-12,2000
Ricky Watters,31.0,SEA,RB,16.0,16.0,278.0,1242.0,7.0,60.0,42.8,55.0,4.5,77.6,17.4,5.0,AP CPoY-12,2000
Ahman Green,23.0,GNB,RB,16.0,11.0,263.0,1175.0,10.0,62.0,47.1,39.0,4.5,73.4,16.4,6.0,AP CPoY-12,2000
Charlie Garner,28.0,SFO,RB,16.0,15.0,258.0,1142.0,7.0,57.0,45.0,42.0,4.4,71.4,16.1,4.0,PB,2000
Marshall Faulk,27.0,STL,RB,14.0,14.0,253.0,1359.0,18.0,78.0,55.7,36.0,5.4,97.1,18.1,0.0,"PB,AP-1,AP MVP-1,AP OPoY-1",2000
Warrick Dunn,25.0,TAM,RB,16.0,14.0,248.0,1133.0,8.0,43.0,43.5,70.0,4.6,70.8,15.5,1.0,PB,2000
Ricky Williams,23.0,NOR,RB,10.0,10.0,248.0,1000.0,8.0,56.0,44.4,26.0,4.0,100.0,24.8,6.0,,2000
Tyrone Wheatley,28.0,OAK,RB,14.0,13.0,232.0,1046.0,9.0,52.0,45.7,80.0,4.5,74.7,16.6,4.0,,2000
Ron Dayne,22.0,NYG,RB,16.0,4.0,228.0,770.0,5.0,48.0,43.4,50.0,3.4,48.1,14.3,1.0,,2000
Tiki Barber,25.0,NYG,RB,16.0,12.0,213.0,1006.0,8.0,39.0,40.8,78.0,4.7,62.9,13.3,9.0,,2000
Michael Pittman,25.0,ARI,RB,16.0,12.0,184.0,719.0,4.0,36.0,44.0,29.0,3.9,44.9,11.5,5.0,,2000
Tim Biakabutuka,26.0,CAR,RB,12.0,11.0,173.0,627.0,2.0,29.0,38.7,43.0,3.6,52.3,14.4,4.0,,2000
Travis Prentice,24.0,CLE,RB,16.0,11.0,173.0,512.0,7.0,30.0,36.4,17.0,3.0,32.0,10.8,2.0,,2000
Kevin Faulk,24.0,NWE,RB,16.0,9.0,164.0,570.0,4.0,32.0,39.6,18.0,3.5,35.6,10.3,6.0,,2000
Shawn Bryson,24.0,BUF,RB,16.0,7.0,161.0,591.0,0.0,32.0,36.6,24.0,3.7,36.9,10.1,1.0,,2000
Tony Richardson,29.0,KAN,FB,16.0,16.0,147.0,697.0,3.0,35.0,46.9,33.0,4.7,43.6,9.2,3.0,,2000
Priest Holmes,27.0,BAL,RB,16.0,2.0,137.0,588.0,2.0,38.0,51.1,21.0,4.3,36.8,8.6,2.0,,2000
Mike Alstott,27.0,TAM,FB,13.0,13.0,131.0,465.0,5.0,37.0,51.1,20.0,3.5,35.8,10.1,3.0,PB,2000
J.R. Redmond,23.0,NWE,RB,12.0,5.0,125.0,406.0,1.0,14.0,35.2,20.0,3.2,33.8,10.4,2.0,,2000
Jermaine Fazande,25.0,SDG,RB,13.0,7.0,119.0,368.0,2.0,22.0,36.1,26.0,3.1,28.3,9.2,1.0,,2000
Terrell Fletcher,27.0,SDG,RB,16.0,6.0,116.0,384.0,3.0,18.0,36.2,21.0,3.3,24.0,7.3,2.0,,2000
Darnell Autry,24.0,PHI,RB,11.0,7.0,112.0,334.0,3.0,17.0,41.1,15.0,3.0,30.4,10.2,2.0,,2000
Thomas Jones,22.0,ARI,RB,14.0,4.0,112.0,373.0,2.0,23.0,45.5,29.0,3.3,26.6,8.0,4.0,,2000
Antowain Smith,28.0,BUF,RB,11.0,3.0,101.0,354.0,4.0,19.0,42.6,59.0,3.5,32.2,9.2,1.0,,2000
Napoleon Kaufman,27.0,OAK,RB,14.0,2.0,93.0,499.0,0.0,22.0,40.9,60.0,5.4,35.6,6.6,1.0,,2000
Sammy Morris,23.0,BUF,RB,12.0,8.0,93.0,341.0,5.0,28.0,47.3,32.0,3.7,28.4,7.8,2.0,,2000
Brandon Bennett,27.0,CIN,RB,16.0,0.0,90.0,324.0,3.0,18.0,37.8,37.0,3.6,20.3,5.6,2.0,,2000
Daunte Culpepper,23.0,MIN,QB,16.0,16.0,89.0,470.0,7.0,36.0,56.2,27.0,5.3,29.4,5.6,11.0,PB,2000
Rich Gannon,35.0,OAK,QB,16.0,16.0,89.0,529.0,4.0,35.0,58.4,23.0,5.9,33.1,5.6,9.0,"PB,AP-1,AP MVP-4,AP OPoY-5",2000
Brad Hoover,24.0,CAR,FB,16.0,4.0,89.0,290.0,1.0,12.0,42.7,35.0,3.3,18.1,5.6,1.0,,2000
Donovan McNabb,24.0,PHI,QB,16.0,16.0,86.0,629.0,6.0,32.0,58.1,54.0,7.3,39.3,5.4,7.0,"PB,AP MVP-2,AP OPoY-4",2000
Duce Staley,25.0,PHI,RB,5.0,5.0,79.0,344.0,1.0,14.0,43.0,60.0,4.4,68.8,15.8,3.0,,2000
Terrell Davis,28.0,DEN,RB,5.0,4.0,78.0,282.0,2.0,15.0,42.3,24.0,3.6,56.4,15.6,1.0,,2000
Kordell Stewart,28.0,PIT,QB,16.0,11.0,78.0,436.0,7.0,29.0,46.2,45.0,5.6,27.3,4.9,8.0,AP CPoY-12,2000
Dorsey Levens,30.0,GNB,RB,5.0,5.0,77.0,224.0,3.0,13.0,28.6,17.0,2.9,44.8,15.4,0.0,,2000
Kimble Anders,34.0,KAN,RB,15.0,7.0,76.0,331.0,2.0,1.0,14.5,69.0,4.4,22.1,5.1,1.0,,2000
Chris Warren,32.0,2TM,RB,14.0,1.0,74.0,296.0,2.0,18.0,44.6,32.0,4.0,21.1,5.3,3.0,,2000
Chris Warren,32.0,DAL,RB,13.0,0.0,59.0,254.0,2.0,14.0,47.5,32.0,4.3,19.5,4.5,1.0,,2000
Chris Warren,32.0,PHI,RB,1.0,1.0,15.0,42.0,0.0,4.0,33.3,11.0,2.8,42.0,15.0,2.0,,2000
Shaun King,23.0,TAM,QB,16.0,16.0,73.0,353.0,5.0,25.0,46.6,19.0,4.8,22.1,4.6,4.0,,2000
Jeff Garcia,30.0,SFO,QB,16.0,16.0,72.0,414.0,4.0,24.0,47.2,33.0,5.8,25.9,4.5,7.0,PB,2000
Steve McNair,27.0,TEN,QB,16.0,15.0,72.0,403.0,0.0,23.0,44.4,25.0,5.6,25.2,4.5,12.0,PB,2000
Errict Rhett,30.0,CLE,RB,5.0,4.0,71.0,258.0,0.0,10.0,36.6,42.0,3.6,51.6,14.2,0.0,,2000
Frank Moreau,24.0,KAN,RB,11.0,0.0,67.0,179.0,4.0,17.0,40.3,22.0,2.7,16.3,6.1,2.0,,2000
Shaun Alexander,23.0,SEA,RB,16.0,1.0,64.0,313.0,2.0,20.0,45.3,50.0,4.9,19.6,4.0,2.0,,2000
Rodney Thomas,27.0,TEN,RB,16.0,0.0,61.0,175.0,0.0,6.0,27.9,20.0,2.9,10.9,3.8,1.0,,2000
Stanley Pritchett,27.0,PHI,FB,16.0,2.0,58.0,225.0,1.0,11.0,43.1,16.0,3.9,14.1,3.6,1.0,,2000
Jeff Blake,30.0,NOR,QB,11.0,11.0,57.0,243.0,1.0,19.0,52.6,20.0,4.3,22.1,5.2,7.0,,2000
KaRon Coleman,22.0,DEN,RB,9.0,0.0,54.0,183.0,1.0,10.0,44.4,24.0,3.4,20.3,6.0,2.0,,2000
Jay Fiedler,29.0,MIA,QB,15.0,15.0,54.0,267.0,1.0,23.0,48.1,30.0,4.9,17.8,3.6,2.0,AP CPoY-12,2000
Stacey Mack,25.0,JAX,RB,6.0,2.0,54.0,145.0,1.0,10.0,24.1,14.0,2.7,24.2,9.0,3.0,,2000
Justin Watson,25.0,STL,RB,14.0,2.0,54.0,249.0,4.0,13.0,40.7,49.0,4.6,17.8,3.9,0.0,,2000
Fred Beasley,26.0,SFO,FB,15.0,15.0,50.0,147.0,3.0,14.0,46.0,9.0,2.9,9.8,3.3,0.0,,2000
J.J. Johnson,26.0,MIA,RB,13.0,1.0,50.0,168.0,1.0,5.0,42.0,16.0,3.4,12.9,3.8,0.0,,2000
Cade McNown,23.0,CHI,QB,10.0,9.0,50.0,326.0,3.0,18.0,46.0,30.0,6.5,32.6,5.0,8.0,,2000
Mark Brunell,30.0,JAX,QB,16.0,16.0,48.0,236.0,2.0,13.0,47.9,16.0,4.9,14.8,3.0,7.0,,2000
Jon Kitna,28.0,SEA,QB,15.0,12.0,48.0,127.0,1.0,15.0,47.9,13.0,2.6,8.5,3.2,17.0,,2000
Drew Bledsoe,28.0,NWE,QB,16.0,16.0,47.0,158.0,2.0,14.0,44.7,16.0,3.4,9.9,2.9,9.0,,2000
Jamel White,23.0,CLE,RB,13.0,0.0,47.0,145.0,0.0,6.0,31.9,14.0,3.1,11.2,3.6,0.0,,2000
Terry Allen,32.0,NOR,RB,4.0,3.0,46.0,179.0,2.0,9.0,43.5,18.0,3.9,44.8,11.5,0.0,,2000
Richard Huntley,28.0,PIT,RB,13.0,0.0,46.0,215.0,3.0,13.0,41.3,30.0,4.7,16.5,3.5,1.0,,2000
Randy Jordan,30.0,OAK,RB,16.0,0.0,46.0,213.0,3.0,10.0,37.0,43.0,4.6,13.3,2.9,1.0,,2000
Charlie Batch,26.0,DET,QB,15.0,15.0,44.0,199.0,2.0,12.0,40.9,19.0,4.5,13.3,2.9,6.0,,2000
Steve Beuerlein,35.0,CAR,QB,16.0,16.0,44.0,106.0,1.0,13.0,31.8,15.0,2.4,6.6,2.8,9.0,,2000
Zack Crockett,28.0,OAK,FB,16.0,4.0,43.0,130.0,7.0,11.0,46.5,11.0,3.0,8.1,2.7,0.0,,2000
Robert Chancey,28.0,SDG,RB,4.0,3.0,42.0,141.0,2.0,9.0,33.3,14.0,3.4,35.3,10.5,0.0,,2000
Rob Johnson,27.0,BUF,QB,12.0,11.0,42.0,307.0,1.0,16.0,47.6,23.0,7.3,25.6,3.5,4.0,,2000
Aaron Brooks,24.0,NOR,QB,8.0,5.0,41.0,170.0,2.0,14.0,48.8,29.0,4.1,21.3,5.1,4.0,,2000
Kerry Collins,28.0,NYG,QB,16.0,16.0,41.0,65.0,1.0,5.0,19.5,15.0,1.6,4.1,2.6,7.0,AP CPoY-2,2000
Akili Smith,25.0,CIN,QB,12.0,11.0,41.0,232.0,0.0,17.0,53.7,21.0,5.7,19.3,3.4,14.0,,2000
Jonathan Linton,26.0,BUF,RB,14.0,2.0,38.0,112.0,0.0,6.0,39.5,12.0,2.9,8.0,2.7,3.0,,2000
Tony Carter,28.0,NWE,FB,16.0,6.0,37.0,90.0,2.0,10.0,37.8,9.0,2.4,5.6,2.3,0.0,,2000
Peyton Manning,24.0,IND,QB,16.0,16.0,37.0,116.0,1.0,11.0,35.1,14.0,3.1,7.3,2.3,5.0,"PB,AP-2,AP MVP-5,AP OPoY-8",2000
Jerald Moore,26.0,NOR,RB,11.0,1.0,37.0,156.0,1.0,8.0,51.4,40.0,4.2,14.2,3.4,0.0,,2000
Jake Plummer,26.0,ARI,QB,14.0,14.0,37.0,183.0,0.0,12.0,45.9,24.0,4.9,13.1,2.6,8.0,,2000
Curtis Enis,24.0,CHI,FB,12.0,5.0,36.0,84.0,1.0,4.0,44.4,11.0,2.3,7.0,3.0,0.0,,2000
Doug Flutie,38.0,BUF,QB,11.0,5.0,36.0,161.0,1.0,10.0,44.4,32.0,4.5,14.6,3.3,5.0,,2000
Chad Morton,23.0,NOR,RB,16.0,3.0,36.0,136.0,0.0,6.0,33.3,16.0,3.8,8.5,2.3,2.0,,2000
Mario Bates,27.0,DET,RB,13.0,0.0,31.0,127.0,2.0,12.0,41.9,23.0,4.1,9.8,2.4,0.0,,2000
Autry Denson,24.0,MIA,RB,11.0,0.0,31.0,108.0,0.0,5.0,35.5,12.0,3.5,9.8,2.8,1.0,,2000
Mike Cloud,25.0,KAN,RB,16.0,4.0,30.0,84.0,1.0,3.0,33.3,15.0,2.8,5.3,1.9,0.0,,2000
Elvis Grbac,30.0,KAN,QB,15.0,15.0,30.0,110.0,1.0,6.0,36.7,22.0,3.7,7.3,2.0,7.0,PB,2000
Brian Griese,25.0,DEN,QB,10.0,10.0,29.0,102.0,1.0,8.0,41.4,18.0,3.5,10.2,2.9,5.0,PB,2000
Skip Hicks,26.0,WAS,RB,10.0,1.0,29.0,78.0,1.0,6.0,37.9,12.0,2.7,7.8,2.9,1.0,,2000
Terrelle Smith,22.0,NOR,FB,14.0,9.0,29.0,131.0,0.0,5.0,58.6,16.0,4.5,9.4,2.1,1.0,,2000
Anthony Johnson,33.0,JAX,RB,12.0,3.0,28.0,112.0,1.0,6.0,42.9,19.0,4.0,9.3,2.3,0.0,,2000
Ryan Leaf,24.0,SDG,QB,11.0,9.0,28.0,54.0,0.0,6.0,25.0,14.0,1.9,4.9,2.5,12.0,,2000
Thurman Thomas,34.0,MIA,RB,9.0,0.0,28.0,136.0,0.0,7.0,35.7,25.0,4.9,15.1,3.1,1.0,,2000
Richie Anderson,29.0,NYJ,FB,16.0,10.0,27.0,63.0,0.0,8.0,44.4,9.0,2.3,3.9,1.7,2.0,PB,2000
Donnell Bennett,28.0,KAN,RB,7.0,2.0,27.0,24.0,1.0,7.0,37.0,6.0,0.9,3.4,3.9,0.0,,2000
Brett Favre,31.0,GNB,QB,16.0,16.0,27.0,108.0,0.0,7.0,40.7,18.0,4.0,6.8,1.7,9.0,,2000
Bernie Parmalee,33.0,NYJ,RB,14.0,0.0,27.0,87.0,2.0,8.0,40.7,18.0,3.2,6.2,1.9,0.0,,2000
Brian Mitchell,32.0,PHI,RB,16.0,1.0,25.0,187.0,2.0,9.0,52.0,85.0,7.5,11.7,1.6,3.0,,2000
Vinny Testaverde,37.0,NYJ,QB,16.0,16.0,25.0,32.0,0.0,3.0,12.0,15.0,1.3,2.0,1.6,7.0,AP CPoY-7,2000
Michael Wiley,22.0,DAL,RB,10.0,0.0,24.0,88.0,0.0,5.0,37.5,11.0,3.7,8.8,2.4,3.0,,2000
Randall Cunningham,37.0,DAL,QB,6.0,3.0,23.0,89.0,1.0,9.0,47.8,19.0,3.9,14.8,3.8,4.0,,2000
Chris Hetherington,28.0,CAR,FB,16.0,5.0,23.0,65.0,2.0,5.0,34.8,14.0,2.8,4.1,1.4,0.0,,2000
Moe Williams,26.0,MIN,RB,16.0,0.0,23.0,67.0,0.0,4.0,39.1,10.0,2.9,4.2,1.4,0.0,,2000
Gus Frerotte,29.0,DEN,QB,10.0,6.0,22.0,64.0,1.0,6.0,45.5,13.0,2.9,6.4,2.2,5.0,AP CPoY-12,2000
Brad Johnson,32.0,WAS,QB,12.0,11.0,22.0,58.0,1.0,6.0,27.3,21.0,2.6,4.8,1.8,5.0,,2000
Chris Chandler,35.0,ATL,QB,14.0,13.0,21.0,60.0,0.0,4.0,38.1,16.0,2.9,4.3,1.5,7.0,,2000
Chris Fuamatu-Ma'afala,23.0,PIT,RB,7.0,1.0,21.0,149.0,1.0,6.0,52.4,23.0,7.1,21.3,3.0,0.0,,2000
Robert Holcombe,25.0,STL,FB,14.0,9.0,21.0,70.0,3.0,8.0,71.4,11.0,3.3,5.0,1.5,0.0,,2000
Chris Howard,25.0,JAX,RB,2.0,1.0,21.0,52.0,1.0,4.0,38.1,9.0,2.5,26.0,10.5,2.0,,2000
Trent Dilfer,28.0,BAL,QB,11.0,8.0,20.0,75.0,0.0,4.0,25.0,19.0,3.8,6.8,1.8,8.0,AP CPoY-3,2000
Trent Green,30.0,STL,QB,8.0,5.0,20.0,69.0,1.0,6.0,35.0,18.0,3.5,8.6,2.5,3.0,AP CPoY-12,2000
Adrian Murrell,30.0,WAS,RB,15.0,0.0,20.0,50.0,0.0,2.0,20.0,13.0,2.5,3.3,1.3,1.0,,2000
Shyrone Stith,22.0,JAX,RB,14.0,0.0,20.0,55.0,1.0,3.0,35.0,12.0,2.8,3.9,1.4,1.0,,2000
Tony Banks,27.0,BAL,QB,11.0,8.0,19.0,57.0,0.0,3.0,31.6,10.0,3.0,5.2,1.7,5.0,,2000
Larry Centers,32.0,WAS,FB,15.0,6.0,19.0,103.0,0.0,4.0,47.4,14.0,5.4,6.9,1.3,1.0,,2000
Maurice Smith,24.0,ATL,RB,10.0,0.0,19.0,69.0,0.0,5.0,47.4,16.0,3.6,6.9,1.9,0.0,,2000
De'Mond Parker,24.0,GNB,RB,8.0,0.0,18.0,85.0,0.0,4.0,44.4,24.0,4.7,10.6,2.3,0.0,,2000
Patrick Pass,23.0,NWE,FB,5.0,2.0,18.0,58.0,0.0,2.0,50.0,11.0,3.2,11.6,3.6,0.0,,2000
Doug Pederson,32.0,CLE,QB,11.0,8.0,18.0,68.0,0.0,4.0,27.8,15.0,3.8,6.2,1.6,4.0,,2000
Paul Smith,22.0,SFO,RB,10.0,0.0,18.0,72.0,0.0,3.0,50.0,14.0,4.0,7.2,1.8,2.0,,2000
Kurt Warner,29.0,STL,QB,11.0,11.0,18.0,17.0,0.0,3.0,22.2,11.0,0.9,1.5,1.6,4.0,PB,2000
Rabih Abdullah,25.0,TAM,RB,12.0,0.0,16.0,70.0,0.0,5.0,43.8,19.0,4.4,5.8,1.3,0.0,,2000
Stoney Case,28.0,DET,QB,5.0,1.0,16.0,117.0,1.0,6.0,43.8,27.0,7.3,23.4,3.2,1.0,,2000
William Floyd,28.0,CAR,FB,10.0,8.0,16.0,33.0,1.0,2.0,50.0,8.0,2.1,3.3,1.6,0.0,,2000
Jim Harbaugh,37.0,SDG,QB,7.0,5.0,16.0,24.0,0.0,1.0,12.5,7.0,1.5,3.4,2.3,5.0,,2000
Peter Warrick,23.0,CIN,WR,16.0,16.0,16.0,148.0,2.0,6.0,50.0,77.0,9.3,9.3,1.0,2.0,,2000
Obafemi Ayanbadejo,25.0,BAL,RB,8.0,4.0,15.0,37.0,1.0,4.0,53.3,8.0,2.5,4.6,1.9,0.0,,2000
Marlon Barnes,24.0,CHI,RB,13.0,0.0,15.0,81.0,0.0,4.0,53.3,20.0,5.4,6.2,1.2,1.0,,2000
Rob Konrad,24.0,MIA,FB,15.0,14.0,15.0,39.0,0.0,1.0,33.3,5.0,2.6,2.6,1.0,0.0,,2000
Robert Thomas,26.0,DAL,FB,16.0,15.0,15.0,51.0,0.0,6.0,53.3,9.0,3.4,3.2,0.9,2.0,,2000
Olandis Gary,25.0,DEN,RB,1.0,0.0,13.0,80.0,0.0,5.0,53.8,25.0,6.2,80.0,13.0,0.0,,2000
Cecil Martin,25.0,PHI,FB,16.0,9.0,13.0,77.0,0.0,2.0,46.2,23.0,5.9,4.8,0.8,1.0,,2000
Raymont Harris,30.0,2TM,RB,4.0,0.0,13.0,36.0,0.0,1.0,46.2,7.0,2.8,9.0,3.3,0.0,,2000
Raymont Harris,30.0,DEN,RB,3.0,0.0,10.0,22.0,0.0,0.0,40.0,6.0,2.2,7.3,3.3,0.0,,2000
Raymont Harris,30.0,NWE,RB,1.0,0.0,3.0,14.0,0.0,1.0,66.7,7.0,4.7,14.0,3.0,0.0,,2000
Tim Couch,23.0,CLE,QB,7.0,7.0,12.0,45.0,0.0,3.0,25.0,31.0,3.8,6.4,1.7,2.0,,2000
Jim Kleinsasser,23.0,MIN,FB,14.0,8.0,12.0,43.0,0.0,2.0,50.0,7.0,3.6,3.1,0.9,0.0,,2000
Aaron Stecker,25.0,TAM,RB,10.0,0.0,12.0,31.0,0.0,3.0,25.0,14.0,2.6,3.1,1.2,1.0,,2000
Anthony Wright,24.0,DAL,QB,4.0,2.0,12.0,36.0,0.0,1.0,8.3,19.0,3.0,9.0,3.0,3.0,,2000
Terry Kirby,30.0,OAK,RB,2.0,0.0,11.0,51.0,0.0,2.0,27.3,28.0,4.6,25.5,5.5,0.0,,2000
Troy Aikman,34.0,DAL,QB,11.0,11.0,10.0,13.0,0.0,5.0,60.0,5.0,1.3,1.2,0.9,2.0,,2000
Greg Comella,25.0,NYG,FB,16.0,12.0,10.0,45.0,0.0,2.0,30.0,16.0,4.5,2.8,0.6,2.0,,2000
Nick Luchey,23.0,CIN,FB,14.0,4.0,10.0,54.0,0.0,4.0,60.0,13.0,5.4,3.9,0.7,2.0,,2000
Shane Matthews,30.0,CHI,QB,6.0,5.0,10.0,35.0,0.0,3.0,50.0,14.0,3.5,5.8,1.7,2.0,,2000
Scott Mitchell,32.0,CIN,QB,8.0,5.0,10.0,61.0,1.0,6.0,60.0,12.0,6.1,7.6,1.3,4.0,,2000
James Thrash,25.0,WAS,WR,16.0,9.0,10.0,82.0,0.0,4.0,60.0,34.0,8.2,5.1,0.6,1.0,,2000
Bob Christian,32.0,ATL,FB,16.0,14.0,9.0,19.0,0.0,1.0,22.2,7.0,2.1,1.2,0.6,0.0,,2000
Sedrick Irvin,22.0,DET,RB,6.0,0.0,9.0,49.0,0.0,1.0,33.3,32.0,5.4,8.2,1.5,1.0,,2000
Dennis Northcutt,23.0,CLE,WR,15.0,8.0,9.0,33.0,0.0,1.0,55.6,13.0,3.7,2.2,0.6,1.0,,2000
Neil O'Donnell,34.0,TEN,QB,7.0,1.0,9.0,-2.0,0.0,0.0,11.1,4.0,-0.2,-0.3,1.3,0.0,,2000
Harold Shaw,26.0,NWE,RB,16.0,0.0,9.0,12.0,0.0,1.0,22.2,5.0,1.3,0.8,0.6,0.0,,2000
Kent Graham,32.0,PIT,QB,12.0,5.0,8.0,7.0,0.0,0.0,12.5,7.0,0.9,0.6,0.7,1.0,,2000
Rocket Ismail,31.0,DAL,WR,9.0,9.0,8.0,73.0,0.0,3.0,50.0,37.0,9.1,8.1,0.9,1.0,,2000
Ronney Jenkins,23.0,SDG,RB,16.0,0.0,8.0,6.0,0.0,0.0,0.0,4.0,0.8,0.4,0.5,3.0,,2000
Jeff Lewis,27.0,CAR,QB,5.0,0.0,8.0,36.0,0.0,4.0,37.5,19.0,4.5,7.2,1.6,1.0,,2000
Ron Rivers,29.0,ATL,RB,6.0,0.0,8.0,27.0,0.0,1.0,37.5,10.0,3.4,4.5,1.3,0.0,,2000
Michael Bishop,24.0,NWE,QB,8.0,0.0,7.0,-1.0,0.0,3.0,42.9,2.0,-0.1,-0.1,0.9,0.0,,2000
Kenny Bynum,26.0,SDG,RB,14.0,0.0,7.0,26.0,0.0,1.0,28.6,9.0,3.7,1.9,0.5,0.0,,2000
Jeff George,33.0,WAS,QB,6.0,5.0,7.0,24.0,0.0,1.0,42.9,14.0,3.4,4.0,1.2,3.0,,2000
Jamie Martin,30.0,JAX,QB,5.0,0.0,7.0,-6.0,0.0,0.0,0.0,2.0,-0.9,-1.2,1.4,0.0,,2000
Fred McCrary,28.0,SDG,FB,15.0,12.0,7.0,8.0,0.0,1.0,14.3,4.0,1.1,0.5,0.5,1.0,,2000
Jim Miller,29.0,CHI,QB,3.0,2.0,7.0,5.0,0.0,1.0,14.3,3.0,0.7,1.7,2.3,1.0,,2000
Troy Brown,29.0,NWE,WR,16.0,15.0,6.0,46.0,0.0,2.0,33.3,35.0,7.7,2.9,0.4,2.0,,2000
Troy Hambrick,24.0,DAL,RB,3.0,0.0,6.0,28.0,0.0,2.0,50.0,13.0,4.7,9.3,2.0,0.0,,2000
Joe Horn,28.0,NOR,WR,16.0,16.0,6.0,10.0,0.0,1.0,33.3,16.0,1.7,0.6,0.4,1.0,PB,2000
Curtis Keaton,24.0,CIN,RB,6.0,0.0,6.0,24.0,0.0,1.0,66.7,8.0,4.0,4.0,1.0,0.0,,2000
Ray Lucas,28.0,NYJ,QB,7.0,0.0,6.0,42.0,0.0,2.0,66.7,17.0,7.0,6.0,0.9,2.0,,2000
Wane McGarity,24.0,DAL,WR,14.0,0.0,6.0,49.0,1.0,2.0,50.0,22.0,8.2,3.5,0.4,2.0,,2000
Rod Smith,30.0,DEN,WR,16.0,16.0,6.0,99.0,1.0,3.0,83.3,50.0,16.5,6.2,0.4,1.0,"PB,AP-2",2000
Amos Zereoue,24.0,PIT,RB,12.0,0.0,6.0,14.0,0.0,1.0,16.7,11.0,2.3,1.2,0.5,0.0,,2000
Michael Bates,31.0,CAR,RB,16.0,0.0,5.0,13.0,0.0,0.0,40.0,8.0,2.6,0.8,0.3,4.0,PB,2000
Bubby Brister,38.0,MIN,QB,2.0,0.0,5.0,20.0,0.0,2.0,40.0,12.0,4.0,10.0,2.5,1.0,,2000
Tim Dwight,25.0,ATL,WR,14.0,1.0,5.0,8.0,0.0,1.0,20.0,5.0,1.6,0.6,0.4,3.0,,2000
Jacquez Green,24.0,TAM,WR,16.0,16.0,5.0,13.0,0.0,0.0,60.0,6.0,2.6,0.8,0.3,0.0,,2000
Howard Griffith,33.0,DEN,FB,14.0,14.0,5.0,4.0,0.0,2.0,40.0,3.0,0.8,0.3,0.4,0.0,,2000
Az-Zahir Hakim,23.0,STL,WR,16.0,4.0,5.0,19.0,0.0,1.0,20.0,5.0,3.8,1.2,0.3,7.0,,2000
Brock Huard,24.0,SEA,QB,5.0,4.0,5.0,29.0,0.0,2.0,80.0,10.0,5.8,5.8,1.0,2.0,,2000
Terry Jackson,24.0,SFO,FB,15.0,1.0,5.0,6.0,1.0,2.0,40.0,3.0,1.2,0.4,0.3,0.0,,2000
Charles Johnson,28.0,PHI,WR,16.0,16.0,5.0,18.0,0.0,1.0,40.0,15.0,3.6,1.1,0.3,0.0,,2000
Moses Moreno,25.0,SDG,QB,6.0,2.0,5.0,20.0,0.0,1.0,40.0,13.0,4.0,3.3,0.8,3.0,,2000
Amani Toomer,26.0,NYG,WR,16.0,14.0,5.0,91.0,1.0,5.0,100.0,28.0,18.2,5.7,0.3,1.0,,2000
